X_axis;Y_axis;R;G;B;Camera;Photo_number;Color
1311;508;215;159;194;iPhone 12 Pro;legocolor158.png;Bright Pink
59;714;194;190;178;iPhone 12 Pro;legocolor158.png;White
319;818;182;176;160;iPhone 12 Pro;legocolor158.png;White
420;856;152;165;95;iPhone 12 Pro;legocolor158.png;Yellowish Green
485;895;130;143;74;iPhone 12 Pro;legocolor158.png;Yellowish Green
560;956;136;119;89;iPhone 12 Pro;legocolor158.png;Tan
670;1027;131;112;80;iPhone 12 Pro;legocolor158.png;Tan
752;1042;125;31;29;iPhone 12 Pro;legocolor158.png;Red
813;1123;107;3;4;iPhone 12 Pro;legocolor158.png;Red
917;990;54;54;54;iPhone 12 Pro;legocolor158.png;Dark Bluish Grey
1058;1003;59;60;62;iPhone 12 Pro;legocolor158.png;Dark Bluish Grey
1189;825;6;8;7;iPhone 12 Pro;legocolor158.png;Black
1273;920;5;7;6;iPhone 12 Pro;legocolor158.png;Black
1215;676;81;82;84;iPhone 12 Pro;legocolor158.png;Light Bluish Grey
1342;771;131;132;136;iPhone 12 Pro;legocolor158.png;Light Bluish Grey
678;618;249;133;20;iPhone 12 Pro;legocolor159.png;Orange
716;714;226;114;28;iPhone 12 Pro;legocolor159.png;Orange
742;685;82;179;211;iPhone 12 Pro;legocolor159.png;Medium Azure
837;754;83;182;214;iPhone 12 Pro;legocolor159.png;Medium Azure
786;712;92;166;215;iPhone 12 Pro;legocolor159.png;Dark Azure
804;800;66;165;230;iPhone 12 Pro;legocolor159.png;Dark Azure
853;756;166;207;213;iPhone 12 Pro;legocolor159.png;Aqua
879;819;185;216;208;iPhone 12 Pro;legocolor159.png;Aqua
962;791;230;195;51;iPhone 12 Pro;legocolor159.png;Yellow
994;818;216;178;43;iPhone 12 Pro;legocolor159.png;Yellow
948;852;211;202;127;iPhone 12 Pro;legocolor159.png;Bright Light Yellow
988;871;218;202;125;iPhone 12 Pro;legocolor159.png;Bright Light Yellow
1085;860;223;171;207;iPhone 12 Pro;legocolor159.png;Bright Pink
1112;920;220;176;212;iPhone 12 Pro;legocolor159.png;Bright Pink
521;637;213;215;212;iPhone 12 Pro;legocolor159.png;White
574;715;249;252;245;iPhone 12 Pro;legocolor159.png;White
569;744;204;231;160;iPhone 12 Pro;legocolor159.png;Yellowish Green
574;781;181;210;130;iPhone 12 Pro;legocolor159.png;Yellowish Green
510;760;213;201;161;iPhone 12 Pro;legocolor159.png;Tan
515;819;190;177;135;iPhone 12 Pro;legocolor159.png;Tan
454;817;219;60;56;iPhone 12 Pro;legocolor159.png;Red
491;869;187;95;100;iPhone 12 Pro;legocolor159.png;Red
549;869;157;117;126;iPhone 12 Pro;legocolor159.png;Dark Bluish Grey
616;898;120;129;136;iPhone 12 Pro;legocolor159.png;Dark Bluish Grey
683;863;36;41;45;iPhone 12 Pro;legocolor159.png;Black
733;923;20;25;31;iPhone 12 Pro;legocolor159.png;Black
785;832;168;178;180;iPhone 12 Pro;legocolor159.png;Light Bluish Grey
894;877;174;182;184;iPhone 12 Pro;legocolor159.png;Light Bluish Grey
383;989;187;90;21;iPhone 12 Pro;legocolor160.png;Orange
465;807;177;93;47;iPhone 12 Pro;legocolor160.png;Orange
454;717;34;121;175;iPhone 12 Pro;legocolor160.png;Medium Azure
488;545;92;183;240;iPhone 12 Pro;legocolor160.png;Medium Azure
565;529;15;80;138;iPhone 12 Pro;legocolor160.png;Dark Azure
577;504;86;140;202;iPhone 12 Pro;legocolor160.png;Dark Azure
506;438;77;123;147;iPhone 12 Pro;legocolor160.png;Aqua
525;402;130;181;210;iPhone 12 Pro;legocolor160.png;Aqua
443;409;112;107;41;iPhone 12 Pro;legocolor160.png;Yellow
475;392;161;156;100;iPhone 12 Pro;legocolor160.png;Yellow
487;355;146;140;78;iPhone 12 Pro;legocolor160.png;Bright Light Yellow
495;320;213;218;160;iPhone 12 Pro;legocolor160.png;Bright Light Yellow
438;302;126;103;157;iPhone 12 Pro;legocolor160.png;Bright Pink
445;257;173;162;222;iPhone 12 Pro;legocolor160.png;Bright Pink
674;1018;179;203;229;iPhone 12 Pro;legocolor160.png;White
689;768;177;201;227;iPhone 12 Pro;legocolor160.png;White
768;760;138;170;129;iPhone 12 Pro;legocolor160.png;Yellowish Green
754;724;128;175;133;iPhone 12 Pro;legocolor160.png;Yellowish Green
875;685;115;119;105;iPhone 12 Pro;legocolor160.png;Tan
896;603;119;120;115;iPhone 12 Pro;legocolor160.png;Tan
967;573;97;27;38;iPhone 12 Pro;legocolor160.png;Red
945;533;103;61;75;iPhone 12 Pro;legocolor160.png;Red
895;484;33;45;61;iPhone 12 Pro;legocolor160.png;Dark Bluish Grey
866;406;22;38;51;iPhone 12 Pro;legocolor160.png;Dark Bluish Grey
818;351;0;1;3;iPhone 12 Pro;legocolor160.png;Black
792;287;3;12;21;iPhone 12 Pro;legocolor160.png;Black
704;331;61;77;93;iPhone 12 Pro;legocolor160.png;Light Bluish Grey
690;223;130;156;193;iPhone 12 Pro;legocolor160.png;Light Bluish Grey
1238;1009;240;114;4;iPhone 12 Pro;legocolor161.png;Orange
1070;950;232;124;16;iPhone 12 Pro;legocolor161.png;Orange
1010;980;74;157;191;iPhone 12 Pro;legocolor161.png;Medium Azure
845;973;98;164;188;iPhone 12 Pro;legocolor161.png;Medium Azure
791;932;67;144;214;iPhone 12 Pro;legocolor161.png;Dark Azure
779;877;81;127;179;iPhone 12 Pro;legocolor161.png;Dark Azure
721;975;121;165;176;iPhone 12 Pro;legocolor161.png;Aqua
713;911;170;189;185;iPhone 12 Pro;legocolor161.png;Aqua
667;1025;225;184;56;iPhone 12 Pro;legocolor161.png;Yellow
656;978;206;168;43;iPhone 12 Pro;legocolor161.png;Yellow
604;944;206;189;111;iPhone 12 Pro;legocolor161.png;Bright Light Yellow
585;929;208;189;112;iPhone 12 Pro;legocolor161.png;Bright Light Yellow
522;1025;195;140;161;iPhone 12 Pro;legocolor161.png;Bright Pink
493;1001;202;141;156;iPhone 12 Pro;legocolor161.png;Bright Pink
1267;803;163;184;187;iPhone 12 Pro;legocolor161.png;White
1113;760;199;211;207;iPhone 12 Pro;legocolor161.png;White
1021;710;183;212;146;iPhone 12 Pro;legocolor161.png;Yellowish Green
992;701;181;210;143;iPhone 12 Pro;legocolor161.png;Yellowish Green
938;612;184;178;142;iPhone 12 Pro;legocolor161.png;Tan
885;638;180;152;112;iPhone 12 Pro;legocolor161.png;Tan
808;571;223;129;121;iPhone 12 Pro;legocolor161.png;Red
784;529;189;54;48;iPhone 12 Pro;legocolor161.png;Red
718;639;62;70;73;iPhone 12 Pro;legocolor161.png;Dark Bluish Grey
646;608;146;137;128;iPhone 12 Pro;legocolor161.png;Dark Bluish Grey
585;671;41;53;65;iPhone 12 Pro;legocolor161.png;Black
480;712;37;40;47;iPhone 12 Pro;legocolor161.png;Black
551;760;121;143;156;iPhone 12 Pro;legocolor161.png;Light Bluish Grey
428;802;168;173;169;iPhone 12 Pro;legocolor161.png;Light Bluish Grey
1427;574;193;90;32;iPhone 12 Pro;legocolor162.png;Orange
1288;700;176;81;23;iPhone 12 Pro;legocolor162.png;Orange
1322;782;85;154;161;iPhone 12 Pro;legocolor162.png;Medium Azure
1063;885;79;152;158;iPhone 12 Pro;legocolor162.png;Medium Azure
816;623;10;93;127;iPhone 12 Pro;legocolor162.png;Dark Azure
787;715;14;98;134;iPhone 12 Pro;legocolor162.png;Dark Azure
745;749;177;201;177;iPhone 12 Pro;legocolor162.png;Aqua
694;812;174;198;166;iPhone 12 Pro;legocolor162.png;Aqua
708;940;209;171;46;iPhone 12 Pro;legocolor162.png;Yellow
641;1019;156;120;24;iPhone 12 Pro;legocolor162.png;Yellow
539;940;218;196;97;iPhone 12 Pro;legocolor162.png;Bright Light Yellow
433;968;148;128;75;iPhone 12 Pro;legocolor162.png;Bright Light Yellow
443;1057;184;136;152;iPhone 12 Pro;legocolor162.png;Bright Pink
339;1181;198;147;164;iPhone 12 Pro;legocolor162.png;Bright Pink
1251;444;190;184;162;iPhone 12 Pro;legocolor162.png;White
1060;593;149;133;118;iPhone 12 Pro;legocolor162.png;White
933;540;128;143;84;iPhone 12 Pro;legocolor162.png;Yellowish Green
865;535;124;139;82;iPhone 12 Pro;legocolor162.png;Yellowish Green
741;463;116;110;74;iPhone 12 Pro;legocolor162.png;Tan
613;492;113;93;68;iPhone 12 Pro;legocolor162.png;Tan
512;401;106;5;9;iPhone 12 Pro;legocolor162.png;Red
462;454;97;6;11;iPhone 12 Pro;legocolor162.png;Red
442;533;40;46;46;iPhone 12 Pro;legocolor162.png;Dark Bluish Grey
293;546;62;63;65;iPhone 12 Pro;legocolor162.png;Dark Bluish Grey
252;526;3;4;6;iPhone 12 Pro;legocolor162.png;Black
129;521;59;66;76;iPhone 12 Pro;legocolor162.png;Black
304;617;113;113;103;iPhone 12 Pro;legocolor162.png;Light Bluish Grey
80;631;103;107;110;iPhone 12 Pro;legocolor162.png;Light Bluish Grey
380;635;228;122;12;iPhone 12 Pro;legocolor163.png;Orange
533;647;245;148;77;iPhone 12 Pro;legocolor163.png;Orange
556;539;91;163;201;iPhone 12 Pro;legocolor163.png;Medium Azure
737;583;69;132;165;iPhone 12 Pro;legocolor163.png;Medium Azure
790;581;43;96;148;iPhone 12 Pro;legocolor163.png;Dark Azure
819;581;45;98;150;iPhone 12 Pro;legocolor163.png;Dark Azure
846;565;147;172;168;iPhone 12 Pro;legocolor163.png;Aqua
882;562;159;184;181;iPhone 12 Pro;legocolor163.png;Aqua
891;519;190;159;42;iPhone 12 Pro;legocolor163.png;Yellow
923;556;203;169;43;iPhone 12 Pro;legocolor163.png;Yellow
960;550;191;170;91;iPhone 12 Pro;legocolor163.png;Bright Light Yellow
1003;562;205;188;106;iPhone 12 Pro;legocolor163.png;Bright Light Yellow
1031;480;190;134;147;iPhone 12 Pro;legocolor163.png;Bright Pink
1069;508;205;142;161;iPhone 12 Pro;legocolor163.png;Bright Pink
388;763;165;162;157;iPhone 12 Pro;legocolor163.png;White
560;811;209;209;201;iPhone 12 Pro;legocolor163.png;White
623;818;172;189;118;iPhone 12 Pro;legocolor163.png;Yellowish Green
661;836;175;197;124;iPhone 12 Pro;legocolor163.png;Yellowish Green
730;851;156;143;108;iPhone 12 Pro;legocolor163.png;Tan
810;844;152;138;103;iPhone 12 Pro;legocolor163.png;Tan
864;865;139;44;40;iPhone 12 Pro;legocolor163.png;Red
895;865;138;43;39;iPhone 12 Pro;legocolor163.png;Red
959;825;80;82;81;iPhone 12 Pro;legocolor163.png;Dark Bluish Grey
1033;814;80;80;80;iPhone 12 Pro;legocolor163.png;Dark Bluish Grey
1083;692;36;37;31;iPhone 12 Pro;legocolor163.png;Black
1142;688;39;39;31;iPhone 12 Pro;legocolor163.png;Black
1086;613;99;100;95;iPhone 12 Pro;legocolor163.png;Light Bluish Grey
1177;594;110;108;93;iPhone 12 Pro;legocolor163.png;Light Bluish Grey
315;542;231;127;14;iPhone 12 Pro;legocolor164.png;Orange
477;590;231;137;63;iPhone 12 Pro;legocolor164.png;Orange
537;478;96;164;201;iPhone 12 Pro;legocolor164.png;Medium Azure
699;553;76;135;151;iPhone 12 Pro;legocolor164.png;Medium Azure
750;561;41;91;142;iPhone 12 Pro;legocolor164.png;Dark Azure
777;654;42;97;153;iPhone 12 Pro;legocolor164.png;Dark Azure
817;542;203;228;222;iPhone 12 Pro;legocolor164.png;Aqua
852;606;167;189;186;iPhone 12 Pro;legocolor164.png;Aqua
897;512;245;207;60;iPhone 12 Pro;legocolor164.png;Yellow
924;580;202;173;113;iPhone 12 Pro;legocolor164.png;Yellow
966;565;243;225;123;iPhone 12 Pro;legocolor164.png;Bright Light Yellow
994;613;210;192;108;iPhone 12 Pro;legocolor164.png;Bright Light Yellow
1050;494;186;123;152;iPhone 12 Pro;legocolor164.png;Bright Pink
1087;550;202;145;164;iPhone 12 Pro;legocolor164.png;Bright Pink
293;653;219;212;183;iPhone 12 Pro;legocolor164.png;White
465;749;209;209;201;iPhone 12 Pro;legocolor164.png;White
519;771;170;187;116;iPhone 12 Pro;legocolor164.png;Yellowish Green
539;798;176;196;124;iPhone 12 Pro;legocolor164.png;Yellowish Green
608;827;150;137;103;iPhone 12 Pro;legocolor164.png;Tan
685;871;154;141;106;iPhone 12 Pro;legocolor164.png;Tan
734;877;135;52;46;iPhone 12 Pro;legocolor164.png;Red
771;935;132;25;19;iPhone 12 Pro;legocolor164.png;Red
852;855;77;79;78;iPhone 12 Pro;legocolor164.png;Dark Bluish Grey
912;881;78;79;81;iPhone 12 Pro;legocolor164.png;Dark Bluish Grey
1017;741;36;37;31;iPhone 12 Pro;legocolor164.png;Black
1060;800;19;21;16;iPhone 12 Pro;legocolor164.png;Black
1066;653;93;94;89;iPhone 12 Pro;legocolor164.png;Light Bluish Grey
1107;715;103;103;95;iPhone 12 Pro;legocolor164.png;Light Bluish Grey
178;436;200;100;15;iPhone 12 Pro;legocolor165.png;Orange
421;546;202;110;27;iPhone 12 Pro;legocolor165.png;Orange
489;466;84;150;182;iPhone 12 Pro;legocolor165.png;Medium Azure
752;520;71;127;152;iPhone 12 Pro;legocolor165.png;Medium Azure
815;443;54;118;182;iPhone 12 Pro;legocolor165.png;Dark Azure
860;583;56;116;176;iPhone 12 Pro;legocolor165.png;Dark Azure
919;428;167;193;194;iPhone 12 Pro;legocolor165.png;Aqua
962;564;176;206;204;iPhone 12 Pro;legocolor165.png;Aqua
1005;431;196;166;52;iPhone 12 Pro;legocolor165.png;Yellow
1051;518;218;181;48;iPhone 12 Pro;legocolor165.png;Yellow
1129;494;210;190;103;iPhone 12 Pro;legocolor165.png;Bright Light Yellow
1159;549;214;195;103;iPhone 12 Pro;legocolor165.png;Bright Light Yellow
1225;413;208;155;183;iPhone 12 Pro;legocolor165.png;Bright Pink
1263;467;221;166;197;iPhone 12 Pro;legocolor165.png;Bright Pink
85;557;178;174;162;iPhone 12 Pro;legocolor165.png;White
336;688;198;195;180;iPhone 12 Pro;legocolor165.png;White
457;717;178;195;115;iPhone 12 Pro;legocolor165.png;Yellowish Green
507;762;179;197;115;iPhone 12 Pro;legocolor165.png;Yellowish Green
584;775;164;149;108;iPhone 12 Pro;legocolor165.png;Tan
717;858;176;159;115;iPhone 12 Pro;legocolor165.png;Tan
796;816;149;64;57;iPhone 12 Pro;legocolor165.png;Red
865;947;191;39;36;iPhone 12 Pro;legocolor165.png;Red
963;810;86;88;87;iPhone 12 Pro;legocolor165.png;Dark Bluish Grey
1090;852;93;95;94;iPhone 12 Pro;legocolor165.png;Dark Bluish Grey
1243;627;43;45;40;iPhone 12 Pro;legocolor165.png;Black
1313;773;49;49;49;iPhone 12 Pro;legocolor165.png;Black
1268;526;109;114;117;iPhone 12 Pro;legocolor165.png;Light Bluish Grey
1358;598;127;131;132;iPhone 12 Pro;legocolor165.png;Light Bluish Grey
919;281;237;134;91;iPhone 12 Pro;legocolor166.png;Orange
905;391;211;116;62;iPhone 12 Pro;legocolor166.png;Orange
935;414;64;178;241;iPhone 12 Pro;legocolor166.png;Medium Azure
976;587;54;145;200;iPhone 12 Pro;legocolor166.png;Medium Azure
894;542;1;102;194;iPhone 12 Pro;legocolor166.png;Dark Azure
894;638;18;105;182;iPhone 12 Pro;legocolor166.png;Dark Azure
946;665;129;183;217;iPhone 12 Pro;legocolor166.png;Aqua
961;727;133;176;195;iPhone 12 Pro;legocolor166.png;Aqua
1078;720;191;166;40;iPhone 12 Pro;legocolor166.png;Yellow
1075;803;174;153;70;iPhone 12 Pro;legocolor166.png;Yellow
1016;826;194;197;130;iPhone 12 Pro;legocolor166.png;Bright Light Yellow
1013;895;179;180;138;iPhone 12 Pro;legocolor166.png;Bright Light Yellow
1149;925;170;136;220;iPhone 12 Pro;legocolor166.png;Bright Pink
1155;1036;171;142;222;iPhone 12 Pro;legocolor166.png;Bright Pink
745;264;215;234;251;iPhone 12 Pro;legocolor166.png;White
752;399;161;180;197;iPhone 12 Pro;legocolor166.png;White
698;444;166;213;167;iPhone 12 Pro;legocolor166.png;Yellowish Green
693;494;143;185;139;iPhone 12 Pro;legocolor166.png;Yellowish Green
585;533;168;171;164;iPhone 12 Pro;legocolor166.png;Tan
570;582;132;128;117;iPhone 12 Pro;legocolor166.png;Tan
496;601;102;5;16;iPhone 12 Pro;legocolor166.png;Red
489;644;130;39;56;iPhone 12 Pro;legocolor166.png;Red
540;706;20;36;61;iPhone 12 Pro;legocolor166.png;Dark Bluish Grey
571;769;50;66;89;iPhone 12 Pro;legocolor166.png;Dark Bluish Grey
617;812;10;17;43;iPhone 12 Pro;legocolor166.png;Black
644;890;2;3;7;iPhone 12 Pro;legocolor166.png;Black
744;812;135;155;192;iPhone 12 Pro;legocolor166.png;Light Bluish Grey
782;963;108;133;173;iPhone 12 Pro;legocolor166.png;Light Bluish Grey
415;850;245;125;15;iPhone 12 Pro;legocolor167.png;Orange
485;730;229;126;23;iPhone 12 Pro;legocolor167.png;Orange
308;697;56;180;234;iPhone 12 Pro;legocolor167.png;Medium Azure
470;537;59;145;192;iPhone 12 Pro;legocolor167.png;Medium Azure
537;512;30;113;179;iPhone 12 Pro;legocolor167.png;Dark Azure
509;443;26;127;205;iPhone 12 Pro;legocolor167.png;Dark Azure
489;474;134;183;187;iPhone 12 Pro;legocolor167.png;Aqua
465;420;128;188;196;iPhone 12 Pro;legocolor167.png;Aqua
408;439;167;138;34;iPhone 12 Pro;legocolor167.png;Yellow
423;427;186;159;42;iPhone 12 Pro;legocolor167.png;Yellow
448;375;216;192;86;iPhone 12 Pro;legocolor167.png;Bright Light Yellow
480;363;205;190;99;iPhone 12 Pro;legocolor167.png;Bright Light Yellow
401;345;156;109;129;iPhone 12 Pro;legocolor167.png;Bright Pink
404;293;195;150;179;iPhone 12 Pro;legocolor167.png;Bright Pink
655;827;201;177;141;iPhone 12 Pro;legocolor167.png;White
655;643;220;199;168;iPhone 12 Pro;legocolor167.png;White
722;663;190;236;163;iPhone 12 Pro;legocolor167.png;Yellowish Green
733;632;192;193;99;iPhone 12 Pro;legocolor167.png;Yellowish Green
840;587;186;195;150;iPhone 12 Pro;legocolor167.png;Tan
864;583;188;200;154;iPhone 12 Pro;legocolor167.png;Tan
908;460;211;67;59;iPhone 12 Pro;legocolor167.png;Red
931;460;205;66;59;iPhone 12 Pro;legocolor167.png;Red
818;408;111;121;123;iPhone 12 Pro;legocolor167.png;Dark Bluish Grey
848;403;111;122;124;iPhone 12 Pro;legocolor167.png;Dark Bluish Grey
760;324;29;39;40;iPhone 12 Pro;legocolor167.png;Black
740;249;40;48;51;iPhone 12 Pro;legocolor167.png;Black
644;320;136;160;164;iPhone 12 Pro;legocolor167.png;Light Bluish Grey
663;320;128;148;149;iPhone 12 Pro;legocolor167.png;Light Bluish Grey
1381;419;190;99;46;iPhone 12 Pro;legocolor168.png;Orange
1263;580;189;94;30;iPhone 12 Pro;legocolor168.png;Orange
1328;648;92;157;159;iPhone 12 Pro;legocolor168.png;Medium Azure
1134;779;84;155;157;iPhone 12 Pro;legocolor168.png;Medium Azure
839;531;21;100;130;iPhone 12 Pro;legocolor168.png;Dark Azure
814;594;15;94;124;iPhone 12 Pro;legocolor168.png;Dark Azure
817;665;178;203;173;iPhone 12 Pro;legocolor168.png;Aqua
783;755;183;202;170;iPhone 12 Pro;legocolor168.png;Aqua
844;888;221;184;52;iPhone 12 Pro;legocolor168.png;Yellow
804;947;218;181;48;iPhone 12 Pro;legocolor168.png;Yellow
673;897;220;196;86;iPhone 12 Pro;legocolor168.png;Bright Light Yellow
620;931;223;201;100;iPhone 12 Pro;legocolor168.png;Bright Light Yellow
619;1043;165;100;120;iPhone 12 Pro;legocolor168.png;Bright Pink
571;1108;208;154;167;iPhone 12 Pro;legocolor168.png;Bright Pink
1156;313;199;192;164;iPhone 12 Pro;legocolor168.png;White
1014;352;195;188;159;iPhone 12 Pro;legocolor168.png;White
876;448;131;142;76;iPhone 12 Pro;legocolor168.png;Yellowish Green
819;466;128;140;74;iPhone 12 Pro;legocolor168.png;Yellowish Green
670;392;128;116;74;iPhone 12 Pro;legocolor168.png;Tan
586;475;127;113;76;iPhone 12 Pro;legocolor168.png;Tan
446;354;110;12;11;iPhone 12 Pro;legocolor168.png;Red
415;423;97;3;1;iPhone 12 Pro;legocolor168.png;Red
367;454;53;55;50;iPhone 12 Pro;legocolor168.png;Dark Bluish Grey
349;533;49;50;45;iPhone 12 Pro;legocolor168.png;Dark Bluish Grey
243;515;5;7;6;iPhone 12 Pro;legocolor168.png;Black
164;551;5;7;6;iPhone 12 Pro;legocolor168.png;Black
349;617;144;142;129;iPhone 12 Pro;legocolor168.png;Light Bluish Grey
248;778;111;111;99;iPhone 12 Pro;legocolor168.png;Light Bluish Grey
208;402;180;85;37;iPhone 12 Pro;legocolor169.png;Orange
403;466;229;117;54;iPhone 12 Pro;legocolor169.png;Orange
514;225;38;120;144;iPhone 12 Pro;legocolor169.png;Medium Azure
737;408;48;114;130;iPhone 12 Pro;legocolor169.png;Medium Azure
793;460;0;74;123;iPhone 12 Pro;legocolor169.png;Dark Azure
886;522;78;159;222;iPhone 12 Pro;legocolor169.png;Dark Azure
929;394;141;174;167;iPhone 12 Pro;legocolor169.png;Aqua
1008;448;144;170;169;iPhone 12 Pro;legocolor169.png;Aqua
1080;260;137;97;9;iPhone 12 Pro;legocolor169.png;Yellow
1140;303;187;139;28;iPhone 12 Pro;legocolor169.png;Yellow
1197;343;139;119;48;iPhone 12 Pro;legocolor169.png;Bright Light Yellow
1261;401;127;113;64;iPhone 12 Pro;legocolor169.png;Bright Light Yellow
1367;190;148;103;132;iPhone 12 Pro;legocolor169.png;Bright Pink
1441;237;244;196;238;iPhone 12 Pro;legocolor169.png;Bright Pink
132;676;181;177;166;iPhone 12 Pro;legocolor169.png;White
365;756;243;244;239;iPhone 12 Pro;legocolor169.png;White
461;761;144;164;95;iPhone 12 Pro;legocolor169.png;Yellowish Green
521;820;154;174;105;iPhone 12 Pro;legocolor169.png;Yellowish Green
571;925;139;129;102;iPhone 12 Pro;legocolor169.png;Tan
690;982;123;111;85;iPhone 12 Pro;legocolor169.png;Tan
740;1061;115;13;11;iPhone 12 Pro;legocolor169.png;Red
820;1119;172;17;23;iPhone 12 Pro;legocolor169.png;Red
930;972;47;52;55;iPhone 12 Pro;legocolor169.png;Dark Bluish Grey
1062;974;28;30;29;iPhone 12 Pro;legocolor169.png;Dark Bluish Grey
1190;823;11;13;12;iPhone 12 Pro;legocolor169.png;Black
1319;836;4;6;5;iPhone 12 Pro;legocolor169.png;Black
1337;631;89;93;94;iPhone 12 Pro;legocolor169.png;Light Bluish Grey
1452;629;83;87;88;iPhone 12 Pro;legocolor169.png;Light Bluish Grey
140;594;204;76;1;iPhone 12 Pro;legocolor170.png;Orange
328;601;240;131;14;iPhone 12 Pro;legocolor170.png;Orange
385;567;82;168;201;iPhone 12 Pro;legocolor170.png;Medium Azure
565;562;73;161;197;iPhone 12 Pro;legocolor170.png;Medium Azure
640;504;30;128;201;iPhone 12 Pro;legocolor170.png;Dark Azure
668;603;47;117;177;iPhone 12 Pro;legocolor170.png;Dark Azure
697;498;165;192;185;iPhone 12 Pro;legocolor170.png;Aqua
696;582;176;194;180;iPhone 12 Pro;legocolor170.png;Aqua
719;500;223;186;36;iPhone 12 Pro;legocolor170.png;Yellow
727;544;210;164;29;iPhone 12 Pro;legocolor170.png;Yellow
768;524;208;175;70;iPhone 12 Pro;legocolor170.png;Bright Light Yellow
805;548;211;185;92;iPhone 12 Pro;legocolor170.png;Bright Light Yellow
810;471;209;144;164;iPhone 12 Pro;legocolor170.png;Bright Pink
463;574;86;170;204;iPhone 12 Pro;legocolor170.png;Bright Pink
167;671;189;204;199;iPhone 12 Pro;legocolor170.png;White
392;756;218;225;209;iPhone 12 Pro;legocolor170.png;White
485;725;221;253;178;iPhone 12 Pro;legocolor170.png;Yellowish Green
539;764;184;210;121;iPhone 12 Pro;legocolor170.png;Yellowish Green
643;713;194;191;150;iPhone 12 Pro;legocolor170.png;Tan
753;769;184;170;121;iPhone 12 Pro;legocolor170.png;Tan
844;717;216;59;54;iPhone 12 Pro;legocolor170.png;Red
878;787;199;48;37;iPhone 12 Pro;legocolor170.png;Red
915;615;126;130;129;iPhone 12 Pro;legocolor170.png;Dark Bluish Grey
977;690;127;126;122;iPhone 12 Pro;legocolor170.png;Dark Bluish Grey
997;547;25;30;33;iPhone 12 Pro;legocolor170.png;Black
1021;599;9;12;17;iPhone 12 Pro;legocolor170.png;Black
954;489;144;164;165;iPhone 12 Pro;legocolor170.png;Light Bluish Grey
1029;483;156;176;177;iPhone 12 Pro;legocolor170.png;Light Bluish Grey
1420;956;231;107;17;iPhone 12 Pro;legocolor171.png;Orange
1232;925;227;107;20;iPhone 12 Pro;legocolor171.png;Orange
1139;955;76;174;209;iPhone 12 Pro;legocolor171.png;Medium Azure
940;954;80;179;218;iPhone 12 Pro;legocolor171.png;Medium Azure
877;896;30;136;210;iPhone 12 Pro;legocolor171.png;Dark Azure
837;860;138;173;201;iPhone 12 Pro;legocolor171.png;Dark Azure
787;956;142;176;177;iPhone 12 Pro;legocolor171.png;Aqua
758;918;184;206;203;iPhone 12 Pro;legocolor171.png;Aqua
704;1054;219;183;47;iPhone 12 Pro;legocolor171.png;Yellow
675;1005;210;183;112;iPhone 12 Pro;legocolor171.png;Yellow
616;988;239;222;134;iPhone 12 Pro;legocolor171.png;Bright Light Yellow
590;948;212;201;155;iPhone 12 Pro;legocolor171.png;Bright Light Yellow
549;1065;173;126;160;iPhone 12 Pro;legocolor171.png;Bright Pink
470;1082;224;170;219;iPhone 12 Pro;legocolor171.png;Bright Pink
1431;733;219;220;215;iPhone 12 Pro;legocolor171.png;White
1185;694;216;217;209;iPhone 12 Pro;legocolor171.png;White
1141;673;191;215;137;iPhone 12 Pro;legocolor171.png;Yellowish Green
1103;642;190;218;134;iPhone 12 Pro;legocolor171.png;Yellowish Green
1024;565;188;172;139;iPhone 12 Pro;legocolor171.png;Tan
965;527;191;175;139;iPhone 12 Pro;legocolor171.png;Tan
898;476;180;29;36;iPhone 12 Pro;legocolor171.png;Red
863;444;204;63;69;iPhone 12 Pro;legocolor171.png;Red
783;569;100;104;113;iPhone 12 Pro;legocolor171.png;Dark Bluish Grey
688;535;99;106;114;iPhone 12 Pro;legocolor171.png;Dark Bluish Grey
588;654;1;5;16;iPhone 12 Pro;legocolor171.png;Black
505;633;16;19;24;iPhone 12 Pro;legocolor171.png;Black
570;782;127;136;145;iPhone 12 Pro;legocolor171.png;Light Bluish Grey
419;753;165;174;183;iPhone 12 Pro;legocolor171.png;Light Bluish Grey
235;509;191;80;0;iPhone 12 Pro;legocolor172.png;Orange
400;550;223;122;14;iPhone 12 Pro;legocolor172.png;Orange
496;331;63;141;161;iPhone 12 Pro;legocolor172.png;Medium Azure
745;517;85;130;125;iPhone 12 Pro;legocolor172.png;Medium Azure
787;552;53;122;181;iPhone 12 Pro;legocolor172.png;Dark Azure
865;612;109;137;158;iPhone 12 Pro;legocolor172.png;Dark Azure
900;480;188;211;185;iPhone 12 Pro;legocolor172.png;Aqua
979;528;173;191;175;iPhone 12 Pro;legocolor172.png;Aqua
1034;350;210;175;31;iPhone 12 Pro;legocolor172.png;Yellow
1102;419;208;185;92;iPhone 12 Pro;legocolor172.png;Yellow
1158;423;216;199;85;iPhone 12 Pro;legocolor172.png;Bright Light Yellow
1206;469;218;201;87;iPhone 12 Pro;legocolor172.png;Bright Light Yellow
1317;289;211;153;165;iPhone 12 Pro;legocolor172.png;Bright Pink
1377;323;188;156;161;iPhone 12 Pro;legocolor172.png;Bright Pink
153;752;219;214;182;iPhone 12 Pro;legocolor172.png;White
